(Carine le Britannia, Carine ne Britannia)
(Guren Type-08 Elements ''SEITEN'', Luciano Bradley)
(Guren Type-08 Elements ''SEITEN'', Energy Wing System)
(Guren Type-08 Elements ''SEITEN'', Chinese Federation)
(Guren Type-08 Elements ''SEITEN'', Holy Britannian Empire)
(Guren Type-08 Elements ''SEITEN'', Amanecer)
(Guren Type-08 Elements ''SEITEN'', The Black Knights)
(Guren Type-08 Elements ''SEITEN'', Damocles)
(Guren Type-08 Elements ''SEITEN'', Camelot)
(Guren Type-08 Elements ''SEITEN'', Guren Flight-Enabled Version)
(Guren Type-08 Elements ''SEITEN'', Yggdrasil Drive)
(Guren Type-08 Elements ''SEITEN'', The Order of the Black Knights)
(Guren Type-08 Elements ''SEITEN'', Tristan Divider)
(Guren Type-08 Elements ''SEITEN'', Maser Vibration Sword)
(Guren Type-08 Elements ''SEITEN'', Lancelot Albion)
(Guren Type-08 Elements ''SEITEN'', Landspinner Propulsion System)
(Guren Type-08 Elements ''SEITEN'', Valkyrie Squadron)
(Guren Type-08 Elements ''SEITEN'', Lloyd Asplund)
(Guren Type-08 Elements ''SEITEN'', Shenhu)
(Guren Type-08 Elements ''SEITEN'', Percival)
(Guren Type-08 Elements ''SEITEN'', F.L.E.I.J.A.)
(Guren Type-08 Elements ''SEITEN'', Second Assault on Tokyo Settlement)
(Guren Type-08 Elements ''SEITEN'', Avalon)
(Guren Type-08 Elements ''SEITEN'', Rakshata Chawla)
(Guren Type-08 Elements ''SEITEN'', Radiant Wave Technology)
(Guren Type-08 Elements ''SEITEN'', Vercingetorix)
(Guren Type-08 Elements ''SEITEN'', Energy Filler)
(Guren Type-08 Elements ''SEITEN'', Cockpit Ejection System)
(Guren Type-08 Elements ''SEITEN'', Gefjun Disturber)
(Guren Type-08 Elements ''SEITEN'', Radiant Wave Shielding)
(Guren Type-08 Elements ''SEITEN'', Energy Wing system)
(Guren Type-08 Elements ''SEITEN'', Lancelot Conquista)
(Counterattack at the Gallows (episode), Alfred G. Darlton)
(Counterattack at the Gallows (episode), Kallen Kōzuki)
(Counterattack at the Gallows (episode), Kaguya)
(Counterattack at the Gallows (episode), Rakshata)
(Counterattack at the Gallows (episode), Euphemia)
(Counterattack at the Gallows (episode), Kallen)
(Counterattack at the Gallows (episode), Yoshitaka Minami)
(Counterattack at the Gallows (episode), Knightpolice)
(Counterattack at the Gallows (episode), Glaston Knights)
(Counterattack at the Gallows (episode), Suzaku)
(Counterattack at the Gallows (episode), Tohdoh)
(Counterattack at the Gallows (episode), Diethard Ried)
(Counterattack at the Gallows (episode), Bart L. Darlton)
(Counterattack at the Gallows (episode), Ohgi)
(Counterattack at the Gallows (episode), Guilford)
(Counterattack at the Gallows (episode), Tamaki)
(Counterattack at the Gallows (episode), Andreas Darlton)
(Counterattack at the Gallows (episode), Nunnally)
(Counterattack at the Gallows (episode), Rivalz)
(Counterattack at the Gallows (episode), Black Knights' Rescue Operation)
(Counterattack at the Gallows (episode), Gao Hai)
(Counterattack at the Gallows (episode), Guren Mk-II)
(Counterattack at the Gallows (episode), Milly)
(Counterattack at the Gallows (episode), Xingke)
(Counterattack at the Gallows (episode), Black Rebellion)
(Counterattack at the Gallows (episode), Suzaku Kururugi)
(Counterattack at the Gallows (episode), Chiba)
(Counterattack at the Gallows (episode), Edgar N. Darlton)
(Counterattack at the Gallows (episode), Li Xingke)
(Counterattack at the Gallows (episode), Shirley Fenette)
(Counterattack at the Gallows (episode), Claudio S. Darlton)
(Counterattack at the Gallows (episode), Student Council)
(Counterattack at the Gallows (episode), United States of Japan)
(Counterattack at the Gallows (episode), Sayoko)
(Counterattack at the Gallows (episode), Rolo)
(Counterattack at the Gallows (episode), Chinese Consulate)
(Counterattack at the Gallows (episode), Black Knights)
(Counterattack at the Gallows (episode), Nagisa Chiba)
(Counterattack at the Gallows (episode), Ryoga Senba)
(Counterattack at the Gallows (episode), Sayoko Shinozaki)
(Counterattack at the Gallows (episode), Ashford Academy)
(Counterattack at the Gallows (episode), Rivalz Cardemonde)
(Counterattack at the Gallows (episode), Gloucester)
(Counterattack at the Gallows (episode), Lelouch)
(Counterattack at the Gallows (episode), Clara Lanfranc)
(Counterattack at the Gallows (episode), C.C)
(Counterattack at the Gallows (episode), Zero)
(Counterattack at the Gallows (episode), Eunuch)
(Counterattack at the Gallows (episode), Office of Secret Intelligence)
(Counterattack at the Gallows (episode), Sutherland)
(Counterattack at the Gallows (episode), Geass)
(Counterattack at the Gallows (episode), C.C.)
(Counterattack at the Gallows (episode), Vincent)
(Counterattack at the Gallows (episode), Chinese Federation)
(Counterattack at the Gallows (episode), Burai)
(Counterattack at the Gallows (episode), Kaguya Sumeragi)
(Counterattack at the Gallows (episode), Knightmare)
(Counterattack at the Gallows (episode), Villetta)
(Counterattack at the Gallows (episode), Villetta Nu)
(Counterattack at the Gallows (episode), Cornelia)
(Counterattack at the Gallows (episode), Britannian military)
(Counterattack at the Gallows (episode), Nunnally vi Britannia)
(Counterattack at the Gallows (episode), Rakshata Chawla)
(Counterattack at the Gallows (episode), Lelouch vi Britannia)
(Counterattack at the Gallows (episode), Kento Sugiyama)
(Counterattack at the Gallows (episode), David T. Darlton)
(Counterattack at the Gallows (episode), Diethard)
(Charles' (Father), Charles' Father)
(Dash, C.C.)
(Dash, Code Geass: Shikkoku no Renya)
(Dash, Britannian)
(Dash, CC)
(Dash, Andreas Weinberg)
(Dash, Lorenzo il Soresi)
(Dash, Talia)
(Dash, Renya)
(Dash, Claire li Britannia)
(EU Huge-class Land Warship, E.U. Army Giant-class Land Battleship)
(Radiant Wave Shielding, Radiant Wave Technology)
(Kirk Thornton, Code Geass: Lelouch of the Rebellion R2)
(Kirk Thornton, Code Geass: Lelouch of the Rebellion R1)
(Kirk Thornton, Kaname Ohgi)
(His Name is Zero, His Name is Zero (episode))
(Saburo Okawachi, Black Knights)
(Saburo Okawachi, Guren Dances (episode))
(Saburo Okawachi, Lelouch Lamperouge)
(Imprisoned in Campus, Imprisoned in Campus (episode))
(Mao, Britannian)
(Mao, Shirley)
(Mao, Geass)
(Mao, C.C.)
(Mao, Battle of Narita)
(Mao, Suzaku)
(Mao, Genbu Kururugi)
(Mao, Area 11)
(Mao, C.C)
(Mao, Lelouch)
(Mao, Ashford Academy)
(Mao, Nunnally)
(One Million Miracles (episode), Kaname Ohgi)
(One Million Miracles (episode), Schneizel el Britannia)
(One Million Miracles (episode), Vincent Commander Model)
(One Million Miracles (episode), Suzaku Kururugi)
(One Million Miracles (episode), Tristan)
(One Million Miracles (episode), Villetta Nu)
(One Million Miracles (episode), Ashford Academy)
(One Million Miracles (episode), Milly)
(One Million Miracles (episode), Guilford)
(One Million Miracles (episode), Tamaki)
(One Million Miracles (episode), Shirley)
(One Million Miracles (episode), Special Administrative Zone of Japan)
(One Million Miracles (episode), Rolo)
(One Million Miracles (episode), Zero)
(One Million Miracles (episode), Sutherland)
(One Million Miracles (episode), Euphemia)
(One Million Miracles (episode), Lohmeyer)
(One Million Miracles (episode), Edgar N. Darlton)
(One Million Miracles (episode), Shogo Asahina)
(One Million Miracles (episode), Rivalz)
(One Million Miracles (episode), Claudio S. Darlton)
(One Million Miracles (episode), Alicia Lohmeyer)
(One Million Miracles (episode), Ganymede)
(One Million Miracles (episode), Ichijiku Hinata)
(One Million Miracles (episode), OSI)
(One Million Miracles (episode), Britannian Army)
(One Million Miracles (episode), Gloucester)
(One Million Miracles (episode), Lelouch)
(One Million Miracles (episode), Arthur)
(One Million Miracles (episode), Anya)
(One Million Miracles (episode), V.V.)
(One Million Miracles (episode), Ayame Futaba)
(One Million Miracles (episode), Lancelot)
(One Million Miracles (episode), Cecile)
(One Million Miracles (episode), Lloyd Asplund)
(One Million Miracles (episode), Euphemia li Britannia)
(One Million Miracles (episode), Suzaku)
(One Million Miracles (episode), Burai)
(One Million Miracles (episode), Glaston Knights)
(One Million Miracles (episode), Lelouch vi Britannia)
(One Million Miracles (episode), Akito Hyuga)
(One Million Miracles (episode), Lancelot Conquista)
(One Million Miracles (episode), Gino)
(One Million Miracles (episode), Yoshitaka Minami)
(One Million Miracles (episode), Kallen)
(One Million Miracles (episode), Sayoko)
(One Million Miracles (episode), Mordred)
(One Million Miracles (episode), Mutsuki Minase)
(One Million Miracles (episode), Sayoko Shinozaki)
(One Million Miracles (episode), Kanon Maldini)
(One Million Miracles (episode), Diethard Ried)
(One Million Miracles (episode), Ohgi)
(One Million Miracles (episode), Gino Weinberg)
(One Million Miracles (episode), European Union)
(One Million Miracles (episode), Geass)
(One Million Miracles (episode), Black Rebellion)
(One Million Miracles (episode), Area 11)
(One Million Miracles (episode), Zhou Xianglin)
(One Million Miracles (episode), Kallen Kozuki)
(One Million Miracles (episode), Nunnally vi Britannia)
(One Million Miracles (episode), Vincent)
(One Million Miracles (episode), Nagisa Chiba)
(One Million Miracles (episode), Anya Alstreim)
(One Million Miracles (episode), Li Xingke)
(One Million Miracles (episode), Rakshata Chawla)
(One Million Miracles (episode), Black Knights)
(One Million Miracles (episode), Milly Ashford)
(One Million Miracles (episode), Rivalz Cardemonde)
(One Million Miracles (episode), Kaguya)
(One Million Miracles (episode), Tohdoh)
(One Million Miracles (episode), Shirley Fenette)
(One Million Miracles (episode), Lloyd)
(One Million Miracles (episode), Cécile Croomy)
(One Million Miracles (episode), C.C.)
(One Million Miracles (episode), Diethard)
(One Million Miracles (episode), Chinese Federation)
(One Million Miracles (episode), Calares)
(One Million Miracles (episode), Villetta)
(One Million Miracles (episode), Student Council)
(One Million Miracles (episode), Cornelia)
(One Million Miracles (episode), Knights of the Round)
(One Million Miracles (episode), Xingke)
(One Million Miracles (episode), Schneizel)
(One Million Miracles (episode), David T. Darlton)
(One Million Miracles (episode), Kanon)
(One Million Miracles (episode), Nina)
(Code Geass: The Miraculous Birthday, Gino)
(Code Geass: The Miraculous Birthday, Zero)
(Code Geass: The Miraculous Birthday, Schneizel el Britannia)
(Code Geass: The Miraculous Birthday, Rakshata Chawla)
(Code Geass: The Miraculous Birthday, C.C.)
(Code Geass: The Miraculous Birthday, Suzaku Kururugi)
(Code Geass: The Miraculous Birthday, Kallen)
(Code Geass: The Miraculous Birthday, Nagisa Chiba)
(Code Geass: The Miraculous Birthday, Eunuch)
(Code Geass: The Miraculous Birthday, Chinese Federation)
(Code Geass: The Miraculous Birthday, Suzaku)
(Code Geass: The Miraculous Birthday, Rivalz Cardemonde)
(Code Geass: The Miraculous Birthday, Kanon Maldini)
(Code Geass: The Miraculous Birthday, Lelouch)
(Code Geass: The Miraculous Birthday, Kaguya)
(Code Geass: The Miraculous Birthday, Nunnally)
(Code Geass: The Miraculous Birthday, Shirley Fenette)
(Code Geass: The Miraculous Birthday, Gun-Ru)
(Code Geass: The Miraculous Birthday, Nina Einstein)
(Code Geass: The Miraculous Birthday, Rolo Lamperouge)
(Code Geass: The Miraculous Birthday, Milly Ashford)
(Code Geass: The Miraculous Birthday, Charles zi Britannia)
(Code Geass: The Miraculous Birthday, Cecile)
(Code Geass: The Miraculous Birthday, Lloyd Asplund)
(Code Geass: The Miraculous Birthday, Cornelia li Britannia)
(Code Geass: The Miraculous Birthday, Tianzi)
(Code Geass: The Miraculous Birthday, Gilbert G.P. Guilford)
(Code Geass: The Miraculous Birthday, Zhou Xianglin)
(Code Geass: The Miraculous Birthday, Nunnally vi Britannia)
(Code Geass: The Miraculous Birthday, Empress Tianzi)
(Code Geass: The Miraculous Birthday, Nunnally Held Hostage (episode))
(Code Geass: The Miraculous Birthday, Kallen Kozuki)
(Code Geass: The Miraculous Birthday, Lelouch vi Britannia)
(Code Geass: The Miraculous Birthday, Rivalz)
(Code Geass: The Miraculous Birthday, Kaguya Sumeragi)
(Code Geass: The Miraculous Birthday, Student Council)
(Code Geass: The Miraculous Birthday, Jeremiah Gottwald)
(Code Geass: The Miraculous Birthday, Nina)
(Middle Eastern Federation Skirmish, Clovis la Britannia)
(Middle Eastern Federation Skirmish, Knightmare Frame)
(Middle Eastern Federation Skirmish, Bamides)
(Middle Eastern Federation Skirmish, Zero)
(Middle Eastern Federation Skirmish, Middle Eastern Federation)
(Middle Eastern Federation Skirmish, Cornelia)
(Middle Eastern Federation Skirmish, Area 11)
(Middle Eastern Federation Skirmish, Gilbert G.P. Guilford)
(Middle Eastern Federation Skirmish, Gloucester)
(Middle Eastern Federation Skirmish, Area 18)
(Middle Eastern Federation Skirmish, Holy Britannian Empire)
(Middle Eastern Federation Skirmish, Holy Empire of Britannia)
(Middle Eastern Federation Skirmish, Sutherland)
(Middle Eastern Federation Skirmish, Cornelia Li Britannia)
(Power of Passion, Power of Passion (episode))
(European Union, Europia United)
(Code Geass: Tales of an Alternate Shogunate, Lancelot)
(Code Geass: Tales of an Alternate Shogunate, Lelouch Lamperouge)
(Code Geass: Tales of an Alternate Shogunate, Britannia)
(Code Geass: Tales of an Alternate Shogunate, Knightmare)
(Code Geass: Tales of an Alternate Shogunate, Nunnally)
(Code Geass: Tales of an Alternate Shogunate, Geass)
(E.U. Army Medium-class Land Battleship, E.U. Army Medium-type-class Land Battleship)
(Mariebell mel Britannia, Marrybell mel Britannia)
(Julius, Julius Kingsley)
(Minami Yoshitaka, Yoshitaka Minami)
(Equestrian Club, Rolo)
(Equestrian Club, Lelouch)
(Equestrian Club, Ashford Academy)
(Vincent Mass Production Model (Ward), Vincent Ward)
(Anna Clement, Anna Clément)
(Babel Tower, Area 11)
(Babel Tower, Holy Britannian Empire)
(Babel Tower, Tokyo Settlement)
(Babel Tower, Battle of Babel Tower)
(Babel Tower, Lelouch)
(Babel Tower, Chinese Consulate)
(Babel Tower, Calares)
(Babel Tower, Zero)
(Refrain Drug pin Bust, Ms. Kōzuki)
(Refrain Drug pin Bust, C.C.)
(Refrain Drug pin Bust, Zero)
(Refrain Drug pin Bust, Kallen Kōzuki)
(Refrain Drug pin Bust, Suzaku Kururugi)
(Refrain Drug pin Bust, Cornelia li Britannia)
(Refrain Drug pin Bust, Black Knights)
(Refrain Drug pin Bust, Knightpolice)
(Refrain Drug pin Bust, Refrain (Drug))
(Refrain Drug pin Bust, Lelouch vi Britannia)
(Refrain Drug pin Bust, Glasgow)
(Refrain Drug pin Bust, Black Rebellion)
(Gallia Grande, W-0)
(Gallia Grande, Euro Britannia)
(Gallia Grande, Akito)
(Gallia Grande, Europia United)
(Gallia Grande, Shin Hyuga Shaing)
(Gallia Grande, Ashley Ashra)
(Gallia Grande, Leila Malcal)
(Gallia Grande, Julius Kingsley)
(Gallia Grande, Ryo)
(Gallia Grande, Paris)
(Gallia Grande, Sutherland)
(Gallia Grande, Ahura Mazda)
(Gallia Grande, Yukiya Naruse)
(Arekusa Narisuna, Landspinner Propulsion System)
(Arekusa Narisuna, Anna Clement)
(Arekusa Narisuna, Energy Filler)
(Arekusa Narisuna, Rakshata Chawla)
(Arekusa Narisuna, Europia United)
(Arekusa Narisuna, Alexander)
(Arekusa Narisuna, Code Geass: Oz the Reflection)
(Arekusa Narisuna, Revolving Blade Sword)
(Arekusa Narisuna, Gekka Narisuna)
(Arekusa Narisuna, Yggdrasil Drive)
(Arekusa Narisuna, Rakshata)
(MR-1, Ganymede)
(MR-1, C.C.)
(MR-1, Gino Weinberg)
(MR-1, Ashford Academy)
(MR-1, Landspinner Propulsion System)
(MR-1, Suzaku Kururugi)
(MR-1, Black Knights)
(MR-1, Somerset)
(MR-1, Holy Britannian Empire)
(MR-1, Lelouch)
(MR-1, The Black Knights)
(MR-1, Slash Harken)
(MR-1, Energy Filler)
(MR-1, Cockpit Ejection System)
(MR-1, Kaname Ohgi)
(MR-1, Yggdrasil Drive)
(Horticulture Club, Student Council)
(Horticulture Club, Ashford Academy)
(Horticulture Club, Arthur)
(Horticulture Club, Milly Ashford)
(The False Classmate, The False Classmate (episode))
(Anya, Anya Alstreim)
(Knight (Honorary Title), Holy Britannian Empire)
(Knight (Honorary Title), Knighting Ceremony)
(Tristan Divider, Gino)
(Tristan Divider, Guren S.E.I.T.E.N. Eight-Elements Type)
(Tristan Divider, Lancelot Albion)
(Tristan Divider, Kallen)
(Tristan Divider, Shinkirō)
(Tristan Divider, Damocles)
(Tristan Divider, The Order of the Black Knights)
(Tristan Divider, Tristan)
(Tristan Divider, Landspinner Propulsion System)
(Tristan Divider, Suzaku)
(Tristan Divider, Lelouch)
(Tristan Divider, Slash Harken)
(Tristan Divider, Gino Weinberg)
(Tristan Divider, Maser Vibration Sword)
(Tristan Divider, Air Glide System)
(Tristan Divider, Yggdrasil Drive)
(Tristan Divider, Galahad)
(Tristan Divider, Rakshata Chawla)
(Tristan Divider, Energy Filler)
(Tristan Divider, Cockpit Ejection System)
(Tristan Divider, Float System)
(Tristan Divider, United Federation of Nations)
(Pendragon, Clovis La Britannia)
(Pendragon, Schneizel el Britannia)
(Pendragon, Viceroy's Palace)
(Pendragon, Glinda Knights)
(Pendragon, Britannian Imperial Family)
(Pendragon, Oldrin Zevon)
(Pendragon, Holy Britannian Empire)
(Pendragon, Area 11)
(Pendragon, F.L.E.I.J.A.)
(Pendragon, Suzaku)
(Pendragon, Marrybell mel Britannia)
(Pendragon, Nunnally vi Britannia)
(Pendragon, Lelouch)
(Pendragon, Damocles)
(Pendragon, Black Rebellion)
(Pendragon, Britannia)
(Britannian Victory Memorial Center, Area 11)
(Britannian Victory Memorial Center, Britannian)
(Britannian Victory Memorial Center, Holy Britannian Empire)
(Britannian Victory Memorial Center, Lelouch)
(Britannian Victory Memorial Center, The Black Knights)
(Britannian Victory Memorial Center, Ohgi)
(Shikine Island, Area 11)
(Shikine Island, Avalon)
(Shikine Island, Holy Britannian Empire)
(Shikine Island, Schneizel el Britannia)
(Shikine Island, Euphemia li Britannia)
(Shikine Island, Fayer)
(Stage 7, Attack Cornelia (episode))
(Rekka Byakuen, Byakuen)
(Rekka Byakuen, Peace Mark)
(Rekka Byakuen, Rakshata Chawla)
(Rekka Byakuen, Gouka Byakuen)
(Rekka Byakuen, Orpheus Zevon)
