removed,numNodes,numEdges,averageInDegree,averageOutDegree,selfLinks,averagePathLength,sizeLargest
Kevin Etten,1748,6660,3.8100686498855834,3.8100686498855834,11,5.243524700769325,828
My Two Young Men,1747,6614,3.785918717801946,3.785918717801946,11,5.248880840635805,827
The Lies Ill-Concealed,1746,6568,3.761741122565865,3.761741122565865,11,5.229819894856569,819
Richard Burgi,1745,6522,3.737535816618911,3.737535816618911,11,5.229819894856569,819
Where Do I Belong?,1744,6476,3.713302752293578,3.713302752293578,11,5.242825891133702,818
Chris Black,1743,6431,3.689615605278256,3.689615605278256,11,5.24547303621571,817
Kendall Applegate,1742,6386,3.6659012629161882,3.6659012629161882,11,5.24547303621571,817
Susan Nirah Jaffee,1741,6341,3.642159678345778,3.642159678345778,11,5.258867065615532,815
Ben Faulkner,1740,6297,3.6189655172413793,3.6189655172413793,11,5.317138726743727,812
Andrew Doerfer,1739,6254,3.5963197239792986,3.5963197239792986,11,5.334239089068518,811
S5,1738,6211,3.5736478711162256,3.5736478711162256,11,5.334239089068518,811
Eddie Orlofsky,1737,6168,3.550949913644214,3.550949913644214,11,5.363073532358245,806
Daniella Baltodano,1736,6125,3.528225806451613,3.528225806451613,11,5.363073532358245,806
Marc Cherry,1735,6083,3.5060518731988473,3.5060518731988473,11,5.38131011201759,803
"Juanita ""Mama"" Solis",1734,6041,3.4838523644752017,3.4838523644752017,11,5.469698813982522,801
Move On,1733,5999,3.4616272360069242,3.4616272360069242,11,5.47444138933662,796
Caleb Applewhite,1732,5958,3.4399538106235568,3.4399538106235568,11,5.493588151375037,793
Suspicion Song,1731,5917,3.4182553437319467,3.4182553437319467,11,5.4859811549952395,781
Tuc Watkins,1730,5876,3.3965317919075146,3.3965317919075146,11,5.4859811549952395,781
S3,1729,5835,3.374783111625217,3.374783111625217,11,5.4859811549952395,781
Sophie Bremmer,1728,5794,3.353009259259259,3.353009259259259,11,5.533083270817705,775
Lynette's family,1727,5754,3.3317892298784018,3.3317892298784018,11,5.590567150100224,771
Renee,1726,5715,3.3111239860950175,3.3111239860950175,11,5.590567150100224,771
S1,1725,5676,3.2904347826086955,3.2904347826086955,11,5.590567150100224,771
Benjamin Katz,1724,5638,3.2703016241299303,3.2703016241299303,11,5.674057577774365,766
Silly People,1723,5600,3.250145095763204,3.250145095763204,11,5.688397617560882,764
Down the Block There's a Riot,1722,5563,3.2305458768873403,3.2305458768873403,11,5.702214883463586,761
"That's Good, That's Bad",1721,5526,3.210923881464265,3.210923881464265,11,5.723956383052493,760
Stella Wingfield,1720,5489,3.191279069767442,3.191279069767442,11,5.777302988892393,756
S6,1719,5453,3.172193135543921,3.172193135543921,11,5.777302988892393,756
Look Into Their Eyes and You See What They Know,1718,5417,3.153084982537835,3.153084982537835,11,5.753803532896902,740
