(Kishua Zelretch Schweinorg, Kischur Zelretch Schweinorg)
(Lancer (Fate/Prototype), Shirou Emiya)
(Lancer (Fate/Prototype), Rune)
(Lancer (Fate/Prototype), Takashi Takeuchi)
(Lancer (Fate/Prototype), Manaka Sajyou)
(Lancer (Fate/Prototype), Rider (Fate/Prototype))
(Lancer (Fate/Prototype), Protagonist)
(Lancer (Fate/Prototype), Ayaka Sajyou)
(Lancer (Fate/Prototype), Lancer (Fate/Grand Order - Scáthach))
(Lancer (Fate/Prototype), Archer (Fate/Prototype))
(Lancer (Fate/Prototype), Fate/Grand Order)
(Lancer (Fate/Prototype), Grand Order)
(Lancer (Fate/Prototype), Nakahara)
(Lancer (Fate/Prototype), Invisible Air)
(Lancer (Fate/Prototype), Misaya Reiroukan)
(Lancer (Fate/Prototype), Cú Chulainn)
(Lancer (Fate/Prototype), Ascension)
(TOHSAKA, Shirou Emiya)
(TOHSAKA, Archer (Fate/stay night))
(TOHSAKA, Holy Grail War)
(TOHSAKA, Fate)
(TOHSAKA, Capsule Servant)
(TOHSAKA, World)
(TOHSAKA, Fuyuki City)
(TOHSAKA, Heroic Spirit)
(TOHSAKA, Master)
(TOHSAKA, Holy Grail)
(TOHSAKA, Parallel world)
(TOHSAKA, Rin Tohsaka)
(Encyclopedia/Fate/EXTRA material, Encyclopedia/FEM)
(Sikera Ušum, Hanging Gardens of Babylon)
(Sikera Ušum, Assassin of Red)
(Sikera Ušum, Assassin)
(Sikera Ušum, Noble Phantasm)
(Sikera Ušum, Phantasmal Species)
(Sikera Ušum, Hydra)
(Sikera Ušum, Semiramis)
(Faldeus, Faldeus Dioland)
(Vlad III, Nasuverse)
(Vlad III, Legend of Dracula)
(Vlad III, Noble Phantasm)
(Vlad III, Lancer of Black)
(Vlad III, Servant)
(Vlad III, Fate/Grand Order)
(Vlad III, Vlad III)
(Vlad III, Fate/Extra)
(Vlad III, Fate/Apocrypha)
(Vlad III, Innocent Monster)
(Vlad III, Lancer (Fate/Extra Rin route))
(Vlad III, Berserker (Fate/Grand Order - Vlad III))
(Master of Archer (Fate/strange fake), Rohngall)
(Master of Archer (Fate/strange fake), Master)
(Master of Archer (Fate/strange fake), Fourth Holy Grail War)
(Master of Archer (Fate/strange fake), Command Spell)
(Master of Archer (Fate/strange fake), Tiné Chelc)
(Master of Archer (Fate/strange fake), Human)
(Master of Archer (Fate/strange fake), Root)
(Master of Archer (Fate/strange fake), Mage's Association)
(Master of Archer (Fate/strange fake), Makiri)
(Master of Archer (Fate/strange fake), Fate)
(Master of Archer (Fate/strange fake), Archer (Fate/strange fake))
(Master of Archer (Fate/strange fake), Fate/strange fake)
(Master of Archer (Fate/strange fake), False Holy Grail War)
(Master of Archer (Fate/strange fake), Magus)
(Master of Archer (Fate/strange fake), Fuyuki Holy Grail War)
(Fillia, Heroic Spirit)
(Fillia, Magus)
(Fillia, Fate)
(Fillia, True Berserker)
(Fillia, Homunculus)
(Fillia, Einzbern)
(Fillia, Fate/strange fake)
(Fillia, Ayaka Sajyou (Fate/strange fake))
(Fillia, Command Spells)
(Fillia, False Holy Grail War)
(Gilgamesh (Fate/Extra CCC), Enki)
(Gilgamesh (Fate/Extra CCC), Ea)
(Gilgamesh (Fate/Extra CCC), Far Side)
(Gilgamesh (Fate/Extra CCC), Noble Phantasm)
(Gilgamesh (Fate/Extra CCC), Fate/hollow ataraxia)
(Gilgamesh (Fate/Extra CCC), Alter Ego)
(Gilgamesh (Fate/Extra CCC), Rider (Fate/Zero))
(Gilgamesh (Fate/Extra CCC), TYPE-MOON Ace 8)
(Gilgamesh (Fate/Extra CCC), Unlimited Blade Works (route))
(Gilgamesh (Fate/Extra CCC), Gate of Babylon)
(Gilgamesh (Fate/Extra CCC), Saber (Fate/Grand Order - Attila))
(Gilgamesh (Fate/Extra CCC), True Name)
(Gilgamesh (Fate/Extra CCC), Arco Wada)
(Gilgamesh (Fate/Extra CCC), Fate/Extra)
(Gilgamesh (Fate/Extra CCC), Archer)
(Gilgamesh (Fate/Extra CCC), Fate/stay night)
(Gilgamesh (Fate/Extra CCC), Hakuno Kishinami)
(Gilgamesh (Fate/Extra CCC), Enkidu (Noble Phantasm))
(Gilgamesh (Fate/Extra CCC), Potion of youth)
(Gilgamesh (Fate/Extra CCC), Gilgamesh)
(Gilgamesh (Fate/Extra CCC), Enkidu)
(Gilgamesh (Fate/Extra CCC), Fate/Extra CCC)
(Gilgamesh (Fate/Extra CCC), BB)
(Gilgamesh (Fate/Extra CCC), Kinoko Nasu)
(Gilgamesh (Fate/Extra CCC), Servant)
(Gilgamesh (Fate/Extra CCC), Hakuno's Servants)
(Gilgamesh (Fate/Extra CCC), Ruler (Fate/Apocrypha))
(Gilgamesh (Fate/Extra CCC), Fate/Extella)
(Gilgamesh (Fate/Extra CCC), Fate)
(Gilgamesh (Fate/Extra CCC), Saber (Fate/stay night))
(Gilgamesh (Fate/Extra CCC), Moon Cell)
(Shirley, Kiritsugu Emiya)
(Shirley, Chibichuki!)
(Shirley, Fate/Zero material)
(Shirley, Taiga Fujimura)
(Shirley, Enforcer)
(Shirley, Fate/Grand Order)
(Shirley, Natalia Kaminski)
(Shirley, Satsuki Yumizuka)
(Shirley, Father Simon)
(Shirley, Executor)
(Shirley, Fate/Zero)
(Shirley, Dead Apostle)
(Shirley, Human)
(Shirley, Mage's Association)
(Shirley, Fate)
(Shirley, Ufotable)
(Shirley, Hero of Justice)
(Shirley, Norikata Emiya)
(Shirley, Church)
(Shirley, Alimango Island)
(Cleopatra, Assassin (Fate/Grand Order - Cleopatra))
(Orlando Reeve, Tine Chelc)
(Orlando Reeve, Tsubaki Kuruoka)
(Orlando Reeve, Master)
(Orlando Reeve, Flatt Escardos)
(Orlando Reeve, Fate/strange fake)
(Orlando Reeve, Command Spell)
(Orlando Reeve, Human)
(Orlando Reeve, Caster (Fate/strange fake))
(Orlando Reeve, Snowfield)
(Orlando Reeve, Fate)
(Orlando Reeve, Archer (Fate/strange fake))
(Orlando Reeve, Magus)
(Orlando Reeve, Clan Calatin (Group))
(Orlando Reeve, Rider (Fate/strange fake))
(Orlando Reeve, False Holy Grail War)
(Beast I, Mash Kyrielight)
(Beast I, Kotetsu Yamanaka)
(Beast I, True Name)
(Beast I, Caster (Fate/Grand Order - Solomon))
(Beast I, Noble Phantasm)
(Beast I, Lev Lainur Flauros)
(Beast I, Grand Caster (Fate/Grand Order))
(Beast I, Thaumaturgical Foundation)
(Beast I, Ritsuka Fujimaru)
(Beast I, Magecraft)
(Beast I, Beast)
(Beast I, Lord Camelot)
(Beast I, Heroic Spirit)
(Beast I, Clairvoyance)
(Beast I, Shielder (Fate/Grand Order))
(Beast I, Magic Circuit)
(Beast I, Soul)
(Beast I, Grand Order)
(Beast I, Ars Almadel Salomonis)
(Beast I, Skill)
(Beast I, World)
(Beast I, Servant)
(Beast I, Fate/Grand Order)
(Beast I, Holy Grail)
(Beast I, Familiar)
(Beast I, Fate)
(Beast I, Demon God)
(Beast I, Magus)
(Beast I, Romani Archaman)
(Beast I, Ars Nova)
(Beast I, Singularities)
(Trimmau, Kiritsugu Emiya)
(Trimmau, Rocco Belfaban)
(Trimmau, Mystic Code)
(Trimmau, Volumen Hydrargyrum)
(Trimmau, Kayneth El-Melloi Archibald)
(Trimmau, Fourth Holy Grail War)
(Trimmau, Bram Nuada-Re Sophia-Ri)
(Trimmau, Flat Escardos)
(Trimmau, Magecraft)
(Trimmau, Gray)
(Trimmau, Lord El-Melloi II)
(Trimmau, Fate)
(Trimmau, Fate/Apocrypha)
(Trimmau, Reines El-Melloi Archisorte)
(Trimmau, Lord El-Melloi II Case Files)
(Scáthach, Lancer (Fate/Grand Order - Scáthach))
(Chibichuki!, Nasu Kinoko)
(Chibichuki!, TYPE-MOON)
(Chibichuki!, Hanabana Tsubomi)
(Lancer (Fate/Grand Order (Joan Alter Lily), Lancer (Fate/Grand Order - Joan Alter Lily))
(Saber (Fate/Grand Order - Rama), Riyo)
(Saber (Fate/Grand Order - Rama), Rin Kususaga)
(Saber (Fate/Grand Order - Rama), Fate)
(Saber (Fate/Grand Order - Rama), Servant)
(Saber (Fate/Grand Order - Rama), Protagonist)
(Saber (Fate/Grand Order - Rama), Heroic Spirit)
(Saber (Fate/Grand Order - Rama), Fate/Grand Order)
(Saber (Fate/Grand Order - Rama), Holy Grail)
(Saber (Fate/Grand Order - Rama), Archer (Fate/Grand Order - Sita))
(Saber (Fate/Grand Order - Rama), True Name)
(Saber (Fate/Grand Order - Rama), Saber)
(Saber (Fate/Grand Order - Rama), Vishnu Bhuja)
(Saber (Fate/Grand Order - Rama), Grand Order)
(Holy Grail, Fate/Zero material)
(Holy Grail, Lancer of Black)
(Holy Grail, Berserker of Black)
(Holy Grail, Rider (Fate/stay night))
(Holy Grail, Caster (Fate/Grand Order - Solomon))
(Holy Grail, Fate/hollow ataraxia)
(Holy Grail, Fiore Forvedge Yggdmillennia)
(Holy Grail, Justeaze Lizrich von Einzbern)
(Holy Grail, Lancer (Fate/stay night))
(Holy Grail, Rider (Fate/Zero))
(Holy Grail, Unlimited Blade Works (route))
(Holy Grail, Marisbury Animusphere)
(Holy Grail, True Assassin (Fate/stay night))
(Holy Grail, Assassin (Fate/Zero))
(Holy Grail, Great Holy Grail War)
(Holy Grail, Saber (Fate/stay night))
(Holy Grail, Jubstacheit von Einzbern)
(Holy Grail, Rin Tohsaka)
(Holy Grail, Ryuunosuke Uryuu)
(Holy Grail, Assassin (Fate/stay night))
(Holy Grail, Berserker (Fate/strange fake))
(Holy Grail, Illyasviel von Einzbern)
(Holy Grail, Heaven's Feel (route))
(Holy Grail, Irisviel von Einzbern)
(Holy Grail, Master)
(Holy Grail, Kariya Matou)
(Holy Grail, Type Mercury)
(Holy Grail, Bazett Fraga McRemitz)
(Holy Grail, Tokiomi Tohsaka)
(Holy Grail, Angra Mainyu)
(Holy Grail, Caster (Fate/stay night))
(Holy Grail, Berserker (Fate/stay night))
(Holy Grail, Noble Phantasm)
(Holy Grail, Shinji Matou)
(Holy Grail, Holy Grail Wars)
(Holy Grail, Avalon)
(Holy Grail, Jester Karture)
(Holy Grail, Saber of Red)
(Holy Grail, Magus)
(Holy Grail, False Holy Grail War)
(Holy Grail, Sakura Matou)
(Holy Grail, Seventh Labyrinth of Caubac Alcatraz)
(Holy Grail, Fuyuki Holy Grail War)
(Holy Grail, Archer (Fate/stay night))
(Holy Grail, Waver Velvet)
(Holy Grail, Akasha)
(Holy Grail, Kirei Kotomine)
(Holy Grail, Kayneth El-Melloi Archibald)
(Holy Grail, Avenger)
(Holy Grail, Souichirou Kuzuki)
(Holy Grail, Greater Grail)
(Holy Grail, Holy Grail War)
(Holy Grail, Fuyuki City)
(Holy Grail, Fate/side material)
(Holy Grail, Chaldea Security Organization)
(Holy Grail, Caliburn)
(Holy Grail, Berserker (Fate/Zero))
(Holy Grail, Zouken Matou)
(Holy Grail, Lancer (Fate/Zero))
(Holy Grail, Nagato Tohsaka)
(Holy Grail, Assassin (Fate/strange fake))
(Holy Grail, Caules Forvedge Yggdmillennia)
(Holy Grail, Kischur Zelretch Schweinorg)
(Holy Grail, Fate/stay night)
(Holy Grail, Heroic Spirits)
(Holy Grail, Archer (Fate/Extra))
(Holy Grail, Archer of Black)
(Holy Grail, Gilgamesh)
(Holy Grail, Servant)
(Holy Grail, Kiritsugu Emiya)
(Holy Grail, Heaven's Feel)
(Holy Grail, Fourth Holy Grail War)
(Holy Grail, Shirou Emiya)
(Holy Grail, Command Spells)
(Holy Grail, Church)
(Holy Grail, Heroic Spirit)
(Holy Grail, Fate/Labyrinth)
(Holy Grail, Fate (route))
(Holy Grail, Fifth Holy Grail War)
(Holy Grail, Caster (Fate/Zero))
(Holy Grail, Romani Archaman)
(Holy Grail, Fate/Zero Anime Visual Guide II)
(Holy Grail, Avenger (Fate/hollow ataraxia))
(Nero, Nasuverse)
(Nero, Fate/Extra)
(Nero, Nrvnqsr Chaos)
(Nero, The Twenty-seven Dead Apostle Ancestors)
(Nero, Playable Saber (Fate/Extra))
(Kayneth, Kayneth El-Melloi Archibald)
(Assassin (Fate/Grand Order - Carmilla), Mash Kyrielight)
(Assassin (Fate/Grand Order - Carmilla), Magical Energy)
(Assassin (Fate/Grand Order - Carmilla), Phantom Maiden)
(Assassin (Fate/Grand Order - Carmilla), Presence Concealment)
(Assassin (Fate/Grand Order - Carmilla), Fate/Grand Order)
(Assassin (Fate/Grand Order - Carmilla), Servant)
(Assassin (Fate/Grand Order - Carmilla), Protagonist)
(Assassin (Fate/Grand Order - Carmilla), Riyo)
(Assassin (Fate/Grand Order - Carmilla), Lancer (Fate/Extra CCC))
(Assassin (Fate/Grand Order - Carmilla), Fate)
(Assassin (Fate/Grand Order - Carmilla), Holy Grail)
(Assassin (Fate/Grand Order - Carmilla), Caster (Fate/Zero))
(Assassin (Fate/Grand Order - Carmilla), Berserker (Fate/Grand Order - Vlad III))
(Assassin (Fate/Grand Order - Carmilla), True Name)
(Assassin (Fate/Grand Order - Carmilla), Assassin)
(Assassin (Fate/Grand Order - Carmilla), Fate/Grand Order material II)
(Assassin (Fate/Grand Order - Carmilla), Grand Order)
(Assassin (Fate/Grand Order - Carmilla), Yuuichirou Higashide)
(Hero of Justice, Playable Archer (Fate/Extra))
(Hero of Justice, Archer (Fate/stay night))
(Hero of Justice, Shirou Emiya)
(Hero of Justice, Heroic Spirit)
(Hero of Justice, Kiritsugu Emiya)
(Hero of Justice, Julian Ainsworth)
(Hero of Justice, Shirou Emiya (Fate/kaleid - Miyu's brother))
(Hero of Justice, Siegfried)
(Fate/Extella, Rider (Fate/stay night))
(Fate/Extella, Berserker (Fate/Extra Rin route))
(Fate/Extella, Gilgamesh (Fate/Extra CCC))
(Fate/Extella, Rider (Fate/Zero))
(Fate/Extella, Lancer (Fate/Extra CCC))
(Fate/Extella, Saber (Fate/stay night))
(Fate/Extella, Arco Wada)
(Fate/Extella, Fate/Extra)
(Fate/Extella, Hikaru Sakurai)
(Fate/Extella, Ruler (Fate/Apocrypha))
(Fate/Extella, Hakuno Kishinami)
(Fate/Extella, Saber (Fate/Extella))
(Fate/Extella, Assassin (Fate/Extra))
(Fate/Extella, Launcher (Fate/Extra CCC))
(Fate/Extella, Kinoko Nasu)
(Fate/Extella, Servant)
(Fate/Extella, Command Spell)
(Fate/Extella, Lancer (Fate/Extra Rani route))
(Fate/Extella, Playable Archer (Fate/Extra))
(Fate/Extella, Fate/Extra CCC)
(Fate/Extella, Caster (Fate/Extella))
(Fate/Extella, Playable Caster (Fate/Extra))
(Fate/Extella, Saber (Fate/Extra))
(Fate/Extella, Playable Saber (Fate/Extra))
(Wolfgang Faustus, Caubac Alcatraz)
(Wolfgang Faustus, Fate/Labyrinth)
(Wolfgang Faustus, Berserker (Fate/Grand Order - Asterios))
(Wolfgang Faustus, Fate)
(Wolfgang Faustus, Phantasmal Species)
(Wolfgang Faustus, Seventh Labyrinth of Caubac Alcatraz)
(Wolfgang Faustus, Berserker)
(Wolfgang Faustus, Dead Apostle)
(Human Order, Quantum Time-Lock)
(Arima Miyako, Miyako Arima)
(Cerebral Corpus, Sefar)
(Cerebral Corpus, Beast II)
(Cerebral Corpus, Archetype: Earth)
(Cerebral Corpus, Saber (Fate/Grand Order - Attila))
(Rosalind Istari, Human)
(Rosalind Istari, Lord El-Melloi II Case Files)
(Rosalind Istari, Fate)
(Sion, Sion Eltnam Atlasia)
(ShirouPisma1, Shirou Emiya (Fate/kaleid - Illya's brother))
(Sherlock Holmes, Mash Kyrielight)
(Sherlock Holmes, Xuanzang Sanzang)
(Sherlock Holmes, Clock Tower)
(Sherlock Holmes, Caster (Fate/Extra CCC))
(Sherlock Holmes, Saber)
(Sherlock Holmes, Merlin)
(Sherlock Holmes, Ritsuka Fujimaru)
(Sherlock Holmes, True Name)
(Sherlock Holmes, Archer)
(Sherlock Holmes, Caster (Fate/Grand Order - Babbage))
(Sherlock Holmes, Bedivere)
(Sherlock Holmes, Makiri Zouken)
(Sherlock Holmes, Archer (Fate/Grand Order - Moriarty))
(Sherlock Holmes, Servant)
(Sherlock Holmes, Tawara Touta)
(Sherlock Holmes, Fate/Grand Order)
(Sherlock Holmes, Lord El-Melloi II)
(Sherlock Holmes, Mage's Association)
(Sherlock Holmes, Fate)
(Sherlock Holmes, Chaldea)
(Sherlock Holmes, Assassin (Fate/Grand Order - Dr. Jekyll))
(Sherlock Holmes, Fate/school life)
(Sherlock Holmes, Lord El-Melloi II Case Files)
(Sherlock Holmes, Jack the Ripper)
(Caules, Caules Forvedge Yggdmillennia)
(Tokiomi Tohsaka, Archer (Fate/stay night))
(Tokiomi Tohsaka, Azoth Sword)
(Tokiomi Tohsaka, Akasha)
(Tokiomi Tohsaka, Kirei Kotomine)
(Tokiomi Tohsaka, Shirou Emiya)
(Tokiomi Tohsaka, Lancer (Fate/stay night))
(Tokiomi Tohsaka, Risei Kotomine)
(Tokiomi Tohsaka, Kariya Matou)
(Tokiomi Tohsaka, Zouken Matou)
(Tokiomi Tohsaka, Nagato Tohsaka)
(Tokiomi Tohsaka, All Around Type-Moon)
(Tokiomi Tohsaka, Rin Tohsaka)
(Tokiomi Tohsaka, Fate/stay night)
(Tokiomi Tohsaka, Master)
(Tokiomi Tohsaka, Kiritsugu Emiya)
(Tokiomi Tohsaka, Irisviel von Einzbern)
(Tokiomi Tohsaka, Aoi Tohsaka)
(Tokiomi Tohsaka, Tohsaka)
(Tokiomi Tohsaka, Gilgamesh)
(Tokiomi Tohsaka, Urobuchi)
(Tokiomi Tohsaka, Fate/Zero)
(Tokiomi Tohsaka, Human)
(Tokiomi Tohsaka, Fate/Zero Anime Visual Guide I)
(Tokiomi Tohsaka, List of Fate/stay night episodes)
(Tokiomi Tohsaka, Fate)
(Tokiomi Tohsaka, Saber)
(Tokiomi Tohsaka, Magus)
(Tokiomi Tohsaka, Sakura Matou)
(Tokiomi Tohsaka, Takashi Takeuchi)
(True Apocrypha, Riesbyfe Stridberg)
(Encyclopedia/Plus Period, Kouma Kishima)
(Encyclopedia/Plus Period, Melty Blood)
(Encyclopedia/Plus Period, Ciel)
(Encyclopedia/Plus Period, Kohaku)
(Encyclopedia/Plus Period, Mystic Eyes)
(Encyclopedia/Plus Period, Michael Roa Valdamjong)
(Encyclopedia/Plus Period, Nanako)
(Encyclopedia/Plus Period, Satsuki Yumizuka)
(Encyclopedia/Plus Period, Riesbyfe Stridberg)
(Encyclopedia/Plus Period, Mech Hisui)
(Encyclopedia/Plus Period, Magecraft)
(Encyclopedia/Plus Period, Magic)
(Encyclopedia/Plus Period, Len)
(Encyclopedia/Plus Period, Aoko Aozaki)
(Encyclopedia/Plus Period, Demon Hunter Organization)
(Encyclopedia/Plus Period, Arihiko Inui)
(Encyclopedia/Plus Period, Nrvnqsr Chaos)
(Encyclopedia/Plus Period, Dead Apostles)
(Encyclopedia/Plus Period, Plus Period)
(Encyclopedia/Plus Period, Akira Seo)
(Encyclopedia/Plus Period, Magical Energy)
(Encyclopedia/Plus Period, Akiha Tohno)
(Encyclopedia/Plus Period, Arcueid Brunestud)
(Encyclopedia/Plus Period, Akasha)
(Encyclopedia/Plus Period, Neco-Arc)
(Encyclopedia/Plus Period, Kiri Nanaya)
(Encyclopedia/Plus Period, Kara no Kyoukai)
(Encyclopedia/Plus Period, Magic Circuit)
(Encyclopedia/Plus Period, Hisui)
(Encyclopedia/Plus Period, Hanei Misawa)
(Encyclopedia/Plus Period, Crimson Moon)
(Encyclopedia/Plus Period, Mikiya Kokutou)
(Encyclopedia/Plus Period, Burial Agency)
(Encyclopedia/Plus Period, Melty Blood Re-ACT)
(Encyclopedia/Plus Period, Marble Phantasm)
(Encyclopedia/Plus Period, Reality Marble)
(Encyclopedia/Plus Period, Enhance)
(Sukeroku, Fate/Grand Order)
(Sukeroku, Musashi)
(Sukeroku, Fate)
(Sukeroku, Human)
(Sukeroku, Miyamoto Musashi)
(Sukeroku, Oni)
(Kiri, Kiritsugu Emiya)
(Martha Mackenzie, Glen and Martha Mackenzie)
(Matou Zouken, Zouken Matou)
(Parameters and Skills, Skill)
(Lancer (Fate/Apocrypha), Red Faction)
(Lancer (Fate/Apocrypha), Lancer of Black)
(Lancer (Fate/Apocrypha), Darnic Prestone Yggdmillennia)
(Lancer (Fate/Apocrypha), Black Faction)
(Lancer (Fate/Apocrypha), Servant)
(Lancer (Fate/Apocrypha), Fate/Apocrypha)
(Lancer (Fate/Apocrypha), Lancer of Red)
(Lancer (Fate/Apocrypha), Lancer)
(Crocea Mors, Saber (Fate/Grand Order - Gaius Julius Caesar))
(Crocea Mors, Gaius Julius Caesar)
(Parvati, Fate)
(Parvati, Pseudo-Servant)
(Parvati, BB)
(Parvati, Protagonist)
(Parvati, Alter Ego)
(Parvati, Brynhild)
(Parvati, Servant)
(Parvati, Fate/Extra CCC)
(Parvati, Passionlip)
(Parvati, True Name)
(Parvati, Fate/Grand Order)
(Parvati, Divine Spirit)
(Parvati, Grand Order)
(Parvati, Sakura Matou)
(Rocco Belfaban, Rohngall)
(Rocco Belfaban, Great Holy Grail War)
(Rocco Belfaban, Bram Nuada-Re Sophia-Ri)
(Rocco Belfaban, Greater Grail)
(Rocco Belfaban, Pentel brothers)
(Rocco Belfaban, Feend vor Sembren)
(Rocco Belfaban, Rottweil Berzinsky)
(Rocco Belfaban, Clock Tower)
(Rocco Belfaban, Trifas)
(Rocco Belfaban, Servant)
(Rocco Belfaban, Ototsugu Konoe)
(Rocco Belfaban, Holy Grail War)
(Rocco Belfaban, Mystic Code)
(Rocco Belfaban, Magus)
(Rocco Belfaban, Kairi Sisigou)
(Rocco Belfaban, Yggdmillennia)
(Rocco Belfaban, Jean Rum)
(Rocco Belfaban, Fate/Apocrypha material)
(Rocco Belfaban, Human)
(Rocco Belfaban, Lord El-Melloi II)
(Rocco Belfaban, Holy Grail Wars)
(Rocco Belfaban, Mage's Association)
(Rocco Belfaban, Fate)
(Rocco Belfaban, Fate/strange fake)
(Rocco Belfaban, Fate/Apocrypha)
(Rocco Belfaban, Lancer of Black)
(Sella, Chibichuki!)
(Sella, Shirou Emiya)
(Sella, Kohaku)
(Sella, Fate/hollow ataraxia)
(Sella, Homunculus)
(Sella, Gate of Babylon)
(Sella, Popularity polls)
(Sella, Rin Tohsaka)
(Sella, Shirou Emiya (Fate/kaleid))
(Sella, Fate/kaleid liner PRISMA☆ILLYA)
(Sella, Fate/stay night)
(Sella, God Hand)
(Sella, Fate/unlimited codes)
(Sella, Illyasviel von Einzbern)
(Sella, Gilgamesh)
(Sella, Medori)
(Sella, Dress of Heaven)
(Sella, Carnival Phantasm)
(Sella, Capsule Servant)
(Sella, Character material)
(Sella, Holy Grail)
(Sella, Berserker (Fate/stay night))
(Sella, Fate/Grand Order)
(Sella, Shinji Matou)
(Sella, Fate)
(Sella, Saber (Fate/stay night))
(Sella, Illyasviel von Einzbern (Fate/kaleid))
(Sella, Leysritt)
(Sella, Left)
(Berserker (Fate/Grand Order - Tamamo), Heroic Spirit)
(Berserker (Fate/Grand Order - Tamamo), Fate/Grand Order)
(Berserker (Fate/Grand Order - Tamamo), Servant)
(Berserker (Fate/Grand Order - Tamamo), Bright Sunlit Nap)
(Berserker (Fate/Grand Order - Tamamo), Protagonist)
(Berserker (Fate/Grand Order - Tamamo), Berserker)
(Berserker (Fate/Grand Order - Tamamo), Tamamo-no-Mae)
(Berserker (Fate/Grand Order - Tamamo), Fate/Extra CCC)
(Berserker (Fate/Grand Order - Tamamo), Opulence of Sun and Shine and Catnap)
(Berserker (Fate/Grand Order - Tamamo), Fate)
(Berserker (Fate/Grand Order - Tamamo), Arco Wada)
(Berserker (Fate/Grand Order - Tamamo), Tamamo Nine)
(Berserker (Fate/Grand Order - Tamamo), Playable Caster (Fate/Extra))
(Berserker (Fate/Grand Order - Tamamo), True Name)
(Berserker (Fate/Grand Order - Tamamo), Grand Order)
(Tohno Shiki, Shiki Tohno)
(Dangerous Game, Assassin)
(Dangerous Game, Berserker (Fate/Prototype: Fragments))
(Dangerous Game, Assassin (Fate/Grand Order - Dr. Jekyll))
(Dangerous Game, Fate/Grand Order)
(Dangerous Game, Mad Enhancement)
(Dangerous Game, Fate/Grand Order material III)
(Dangerous Game, Berserker)
(Dangerous Game, Dr. Jekyll and Mr. Hyde)
(Jack the Ripper, Heroic Spirit)
(Jack the Ripper, Servant)
(Jack the Ripper, Ruler (Fate/Apocrypha))
(Jack the Ripper, Assassin of Black)
(Jack the Ripper, Holy Grail)
(Jack the Ripper, Flatt Escardos)
(Jack the Ripper, Reika Rikudou)
(Jack the Ripper, Fate/strange fake)
(Jack the Ripper, Fate/Apocrypha)
(Jack the Ripper, Great Holy Grail War)
(Jack the Ripper, Berserker (Fate/strange fake))
(Jack the Ripper, Jack the Ripper)
(Cú Chulainn, Fate/Grand Order)
(Cú Chulainn, Caster (Fate/Grand Order - Cú Chulainn))
(Cú Chulainn, Fate/Prototype)
(Cú Chulainn, Nasuverse)
(Cú Chulainn, Fate/Extra)
(Cú Chulainn, Lancer (Fate/stay night))
(Cú Chulainn, Servant)
(Cú Chulainn, Lancer (Fate/Extra Rani route))
(Cú Chulainn, Lancer (Fate/Prototype))
(Cú Chulainn, Fate/stay night)
(Rider (Fate/Grand Order - Alexander), Mash Kyrielight)
(Rider (Fate/Grand Order - Alexander), Chibichuki!)
(Rider (Fate/Grand Order - Alexander), Servant)
(Rider (Fate/Grand Order - Alexander), Demon God)
(Rider (Fate/Grand Order - Alexander), Ritsuka Fujimaru)
(Rider (Fate/Grand Order - Alexander), Alexander the Great)
